location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
2812718,"Gymnasium 39","pm25",21.06,"µg/m³","2025-09-07T11:51:17Z","2025-09-07T16:51:17+05:00","Asia/Almaty",43.34819,76.8433,,,,"Clarity","Clarity"
2812718,"Gymnasium 39","pm25",33.25,"µg/m³","2025-09-07T13:01:11Z","2025-09-07T18:01:11+05:00","Asia/Almaty",43.34819,76.8433,,,,"Clarity","Clarity"
2812718,"Gymnasium 39","pm25",43.89,"µg/m³","2025-09-07T13:18:41Z","2025-09-07T18:18:41+05:00","Asia/Almaty",43.34819,76.8433,,,,"Clarity","Clarity"
2812718,"Gymnasium 39","pm25",48.06,"µg/m³","2025-09-07T13:36:10Z","2025-09-07T18:36:10+05:00","Asia/Almaty",43.34819,76.8433,,,,"Clarity","Clarity"
2812718,"Gymnasium 39","pm25",32.91,"µg/m³","2025-09-07T13:53:39Z","2025-09-07T18:53:39+05:00","Asia/Almaty",43.34819,76.8433,,,,"Clarity","Clarity"
2812718,"Gymnasium 39","pm25",33.08,"µg/m³","2025-09-07T14:11:08Z","2025-09-07T19:11:08+05:00","Asia/Almaty",43.34819,76.8433,,,,"Clarity","Clarity"
2812718,"Gymnasium 39","pm25",35.88,"µg/m³","2025-09-07T14:28:41Z","2025-09-07T19:28:41+05:00","Asia/Almaty",43.34819,76.8433,,,,"Clarity","Clarity"
2812718,"Gymnasium 39","pm25",38.92,"µg/m³","2025-09-07T14:46:10Z","2025-09-07T19:46:10+05:00","Asia/Almaty",43.34819,76.8433,,,,"Clarity","Clarity"
2812718,"Gymnasium 39","pm25",32.86,"µg/m³","2025-09-07T15:03:40Z","2025-09-07T20:03:40+05:00","Asia/Almaty",43.34819,76.8433,,,,"Clarity","Clarity"
2812718,"Gymnasium 39","pm25",58.75,"µg/m³","2025-09-07T15:21:09Z","2025-09-07T20:21:09+05:00","Asia/Almaty",43.34819,76.8433,,,,"Clarity","Clarity"
2812718,"Gymnasium 39","pm25",48.89,"µg/m³","2025-09-07T15:38:38Z","2025-09-07T20:38:38+05:00","Asia/Almaty",43.34819,76.8433,,,,"Clarity","Clarity"
2812718,"Gymnasium 39","pm25",53.43,"µg/m³","2025-09-07T15:56:08Z","2025-09-07T20:56:08+05:00","Asia/Almaty",43.34819,76.8433,,,,"Clarity","Clarity"
2812718,"Gymnasium 39","pm25",31.55,"µg/m³","2025-09-07T17:06:06Z","2025-09-07T22:06:06+05:00","Asia/Almaty",43.34819,76.8433,,,,"Clarity","Clarity"
2812718,"Gymnasium 39","pm25",32.25,"µg/m³","2025-09-07T17:23:36Z","2025-09-07T22:23:36+05:00","Asia/Almaty",43.34819,76.8433,,,,"Clarity","Clarity"
2812718,"Gymnasium 39","pm25",30.44,"µg/m³","2025-09-07T17:41:06Z","2025-09-07T22:41:06+05:00","Asia/Almaty",43.34819,76.8433,,,,"Clarity","Clarity"
2812718,"Gymnasium 39","pm25",31.24,"µg/m³","2025-09-07T17:58:36Z","2025-09-07T22:58:36+05:00","Asia/Almaty",43.34819,76.8433,,,,"Clarity","Clarity"
2812718,"Gymnasium 39","pm25",30.4,"µg/m³","2025-09-07T18:16:06Z","2025-09-07T23:16:06+05:00","Asia/Almaty",43.34819,76.8433,,,,"Clarity","Clarity"
2812718,"Gymnasium 39","pm25",27.6,"µg/m³","2025-09-07T18:33:36Z","2025-09-07T23:33:36+05:00","Asia/Almaty",43.34819,76.8433,,,,"Clarity","Clarity"
2812718,"Gymnasium 39","pm25",28.68,"µg/m³","2025-09-07T18:51:06Z","2025-09-07T23:51:06+05:00","Asia/Almaty",43.34819,76.8433,,,,"Clarity","Clarity"
2812718,"Gymnasium 39","pm25",28.23,"µg/m³","2025-09-07T19:08:36Z","2025-09-08T00:08:36+05:00","Asia/Almaty",43.34819,76.8433,,,,"Clarity","Clarity"
2812718,"Gymnasium 39","pm25",28.57,"µg/m³","2025-09-07T19:26:06Z","2025-09-08T00:26:06+05:00","Asia/Almaty",43.34819,76.8433,,,,"Clarity","Clarity"
2812718,"Gymnasium 39","pm25",26.97,"µg/m³","2025-09-07T19:43:36Z","2025-09-08T00:43:36+05:00","Asia/Almaty",43.34819,76.8433,,,,"Clarity","Clarity"
2812718,"Gymnasium 39","pm25",27.63,"µg/m³","2025-09-07T20:01:07Z","2025-09-08T01:01:07+05:00","Asia/Almaty",43.34819,76.8433,,,,"Clarity","Clarity"
2812718,"Gymnasium 39","pm25",19.9,"µg/m³","2025-09-07T21:11:12Z","2025-09-08T02:11:12+05:00","Asia/Almaty",43.34819,76.8433,,,,"Clarity","Clarity"
2812718,"Gymnasium 39","pm25",23.11,"µg/m³","2025-09-07T21:28:43Z","2025-09-08T02:28:43+05:00","Asia/Almaty",43.34819,76.8433,,,,"Clarity","Clarity"
2812718,"Gymnasium 39","pm25",17.75,"µg/m³","2025-09-07T21:46:13Z","2025-09-08T02:46:13+05:00","Asia/Almaty",43.34819,76.8433,,,,"Clarity","Clarity"
2812718,"Gymnasium 39","pm25",18.77,"µg/m³","2025-09-07T22:03:44Z","2025-09-08T03:03:44+05:00","Asia/Almaty",43.34819,76.8433,,,,"Clarity","Clarity"
2812718,"Gymnasium 39","pm25",13.38,"µg/m³","2025-09-07T23:13:46Z","2025-09-08T04:13:46+05:00","Asia/Almaty",43.34819,76.8433,,,,"Clarity","Clarity"
2812718,"Gymnasium 39","pm25",13.79,"µg/m³","2025-09-07T23:31:16Z","2025-09-08T04:31:16+05:00","Asia/Almaty",43.34819,76.8433,,,,"Clarity","Clarity"
2812718,"Gymnasium 39","pm25",12.5,"µg/m³","2025-09-07T23:48:47Z","2025-09-08T04:48:47+05:00","Asia/Almaty",43.34819,76.8433,,,,"Clarity","Clarity"
