location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
2812753,"School 190","pm25",1513.53,"µg/m³","2025-09-07T06:52:03Z","2025-09-07T11:52:03+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1514.7,"µg/m³","2025-09-07T07:09:02Z","2025-09-07T12:09:02+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1511.49,"µg/m³","2025-09-07T07:26:02Z","2025-09-07T12:26:02+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1514.24,"µg/m³","2025-09-07T07:43:22Z","2025-09-07T12:43:22+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1510.1,"µg/m³","2025-09-07T08:00:22Z","2025-09-07T13:00:22+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1507.81,"µg/m³","2025-09-07T08:17:21Z","2025-09-07T13:17:21+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1504.2,"µg/m³","2025-09-07T08:34:24Z","2025-09-07T13:34:24+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1506.71,"µg/m³","2025-09-07T08:51:23Z","2025-09-07T13:51:23+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1512.26,"µg/m³","2025-09-07T10:16:20Z","2025-09-07T15:16:20+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1508.58,"µg/m³","2025-09-07T10:33:19Z","2025-09-07T15:33:19+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1508.02,"µg/m³","2025-09-07T10:50:18Z","2025-09-07T15:50:18+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1508.04,"µg/m³","2025-09-07T11:07:18Z","2025-09-07T16:07:18+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1507.51,"µg/m³","2025-09-07T11:24:17Z","2025-09-07T16:24:17+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1509.06,"µg/m³","2025-09-07T11:41:16Z","2025-09-07T16:41:16+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1514.64,"µg/m³","2025-09-07T11:58:16Z","2025-09-07T16:58:16+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1544.09,"µg/m³","2025-09-07T13:06:14Z","2025-09-07T18:06:14+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1564.14,"µg/m³","2025-09-07T13:23:13Z","2025-09-07T18:23:13+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1578.54,"µg/m³","2025-09-07T13:40:13Z","2025-09-07T18:40:13+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1592,"µg/m³","2025-09-07T13:57:12Z","2025-09-07T18:57:12+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1608.99,"µg/m³","2025-09-07T14:14:12Z","2025-09-07T19:14:12+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1615.72,"µg/m³","2025-09-07T14:31:11Z","2025-09-07T19:31:11+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1611.51,"µg/m³","2025-09-07T14:48:11Z","2025-09-07T19:48:11+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1609.68,"µg/m³","2025-09-07T15:05:10Z","2025-09-07T20:05:10+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1617.82,"µg/m³","2025-09-07T15:22:10Z","2025-09-07T20:22:10+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1622.08,"µg/m³","2025-09-07T15:39:22Z","2025-09-07T20:39:22+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1627.43,"µg/m³","2025-09-07T15:56:21Z","2025-09-07T20:56:21+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1639.35,"µg/m³","2025-09-07T17:04:19Z","2025-09-07T22:04:19+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1646.21,"µg/m³","2025-09-07T17:21:18Z","2025-09-07T22:21:18+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1650.32,"µg/m³","2025-09-07T17:38:18Z","2025-09-07T22:38:18+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1653.11,"µg/m³","2025-09-07T17:55:18Z","2025-09-07T22:55:18+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1664.76,"µg/m³","2025-09-07T18:12:17Z","2025-09-07T23:12:17+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1677.22,"µg/m³","2025-09-07T18:29:17Z","2025-09-07T23:29:17+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1684.16,"µg/m³","2025-09-07T18:46:17Z","2025-09-07T23:46:17+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1691.32,"µg/m³","2025-09-07T19:03:17Z","2025-09-08T00:03:17+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1702.97,"µg/m³","2025-09-07T19:20:16Z","2025-09-08T00:20:16+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1708.43,"µg/m³","2025-09-07T19:37:15Z","2025-09-08T00:37:15+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1718.45,"µg/m³","2025-09-07T19:54:15Z","2025-09-08T00:54:15+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1717.9,"µg/m³","2025-09-07T21:02:12Z","2025-09-08T02:02:12+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1714.38,"µg/m³","2025-09-07T21:19:12Z","2025-09-08T02:19:12+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1714.88,"µg/m³","2025-09-07T21:36:11Z","2025-09-08T02:36:11+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1718.78,"µg/m³","2025-09-07T21:53:11Z","2025-09-08T02:53:11+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1733.32,"µg/m³","2025-09-07T23:01:09Z","2025-09-08T04:01:09+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1743.47,"µg/m³","2025-09-07T23:18:09Z","2025-09-08T04:18:09+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1744.97,"µg/m³","2025-09-07T23:35:09Z","2025-09-08T04:35:09+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
2812753,"School 190","pm25",1751.49,"µg/m³","2025-09-07T23:52:08Z","2025-09-08T04:52:08+05:00","Asia/Almaty",43.15476,76.8992,,,,"Clarity","Clarity"
